source_file,frame_number,active_class_index,source_number_index,azimuth,elevation,distance,segment_length
fold3_room9_mix004.csv,1250,0,2,-60,-14,171,10
fold3_room9_mix004.csv,1265,0,1,100,-9,221,15
fold3_room9_mix004.csv,1290,0,2,-60,-14,171,35
fold3_room9_mix004.csv,1330,0,1,99,-9,221,45
fold3_room9_mix004.csv,1380,0,2,-60,-15,169,15
fold3_room9_mix004.csv,1400,0,1,99,-9,218,15
fold3_room9_mix005.csv,25,0,2,-69,-16,152,5
fold3_room9_mix005.csv,45,0,2,-68,-16,151,15
fold3_room9_mix005.csv,70,0,2,-68,-16,151,20
fold3_room9_mix005.csv,285,0,2,-69,-17,151,40
fold3_room9_mix005.csv,375,0,2,54,-9,162,15
fold3_room9_mix005.csv,535,0,2,42,-3,169,30
fold3_room9_mix005.csv,590,0,2,-31,-1,235,160
fold3_room9_mix005.csv,775,0,2,-38,-1,247,10
fold3_room9_mix005.csv,820,0,2,-37,-1,250,45
fold3_room9_mix005.csv,900,0,2,-37,-2,245,30
fold3_room9_mix005.csv,940,0,2,-37,-1,234,10
fold3_room9_mix005.csv,955,0,2,-38,-1,242,25
fold3_room9_mix005.csv,985,0,2,-35,-2,252,20
fold3_room9_mix005.csv,1020,0,2,-38,-1,243,20
fold3_room9_mix005.csv,1045,0,2,-38,-2,250,15
fold3_room9_mix005.csv,1080,0,2,-39,-1,248,15
fold3_room9_mix005.csv,1105,0,2,-39,-2,249,120
fold3_room9_mix005.csv,1260,0,2,-39,-1,241,210
fold3_room9_mix005.csv,1475,0,2,-37,-1,245,10
fold3_room9_mix005.csv,1495,0,2,-37,-1,199,20
fold3_room9_mix006.csv,750,0,1,50,-12,203,15
fold3_room9_mix006.csv,795,0,1,-18,-2,143,15
fold3_room9_mix006.csv,955,0,1,-78,-2,237,35
fold3_room9_mix006.csv,1070,0,1,-79,-2,243,15
fold3_room9_mix006.csv,1175,0,1,-78,-3,237,75
fold3_room9_mix006.csv,1355,0,1,-77,-1,257,25
fold3_room9_mix006.csv,1395,0,1,-67,-2,222,5
fold3_room9_mix007.csv,15,0,2,-77,-14,166,10
fold3_room9_mix007.csv,35,0,2,-78,-14,164,10
fold3_room9_mix007.csv,90,0,2,-77,-15,162,45
fold3_room9_mix007.csv,175,0,2,-77,-14,166,10
fold3_room9_mix007.csv,195,0,2,-76,-14,167,15
fold3_room9_mix007.csv,255,0,2,-76,-14,166,30
fold3_room9_mix007.csv,290,0,2,-76,-14,167,45
fold3_room9_mix007.csv,410,0,2,-76,-14,167,25
fold3_room9_mix007.csv,465,0,2,-73,-14,169,5
fold3_room9_mix007.csv,480,0,2,-72,-15,159,25
fold3_room9_mix007.csv,570,0,2,-71,-14,169,30
fold3_room9_mix007.csv,645,0,2,-71,-14,170,25
fold3_room9_mix007.csv,740,0,2,-74,-14,168,20
fold3_room9_mix007.csv,820,0,2,-73,-15,167,20
fold3_room9_mix007.csv,855,0,2,-74,-15,167,15
fold3_room9_mix007.csv,905,0,2,-73,-14,166,10
fold3_room9_mix007.csv,980,0,2,-73,-14,169,15
fold3_room9_mix007.csv,1060,0,2,-73,-14,170,40
fold3_room9_mix007.csv,1125,0,2,-74,-14,168,15
fold3_room9_mix007.csv,1150,0,2,-71,-14,167,10
fold3_room9_mix007.csv,1185,0,2,-71,-14,170,15
fold3_room9_mix007.csv,1270,0,2,-72,-14,170,15
fold3_room9_mix007.csv,1305,0,2,-72,-14,170,10
fold3_room9_mix007.csv,1330,0,2,-72,-15,163,10
fold3_room9_mix007.csv,1365,0,2,-74,-17,158,25
fold3_room9_mix007.csv,1425,0,2,-72,-14,170,55
fold3_room9_mix007.csv,1525,0,2,-74,-14,174,10
fold3_room9_mix007.csv,1540,0,2,-73,-14,170,15
fold3_room9_mix007.csv,1570,0,2,-72,-14,168,5
fold3_room9_mix008.csv,15,0,1,100,-12,219,5
fold3_room9_mix008.csv,30,0,1,101,-12,215,15
fold3_room9_mix008.csv,60,0,1,100,-12,213,20
fold3_room9_mix008.csv,100,0,1,101,-12,215,25
fold3_room9_mix008.csv,135,0,1,99,-12,217,25
fold3_room9_mix008.csv,170,0,1,99,-12,216,10
fold3_room9_mix008.csv,185,0,1,101,-12,218,10
fold3_room9_mix008.csv,205,0,1,99,-12,214,20
fold3_room9_mix008.csv,230,0,1,100,-12,214,30
fold3_room9_mix008.csv,290,0,1,100,-12,214,35
fold3_room9_mix008.csv,345,0,1,100,-12,222,20
fold3_room9_mix008.csv,385,0,1,100,-12,221,5
fold3_room9_mix008.csv,400,0,1,100,-12,217,30
fold3_room9_mix008.csv,435,0,1,99,-12,207,10
fold3_room9_mix008.csv,460,0,1,100,-12,214,10
fold3_room9_mix008.csv,480,0,1,99,-12,213,5
fold3_room9_mix008.csv,500,0,1,100,-12,213,15
fold3_room9_mix008.csv,540,0,1,100,-12,213,55
fold3_room9_mix008.csv,615,0,1,100,-12,219,75
fold3_room9_mix008.csv,700,0,1,101,-12,214,5
fold3_room9_mix008.csv,715,0,1,100,-12,217,15
fold3_room9_mix008.csv,735,0,1,99,-12,212,10
fold3_room9_mix008.csv,780,0,1,100,-12,212,5
fold3_room9_mix008.csv,885,0,1,100,-12,210,10
fold3_room9_mix008.csv,915,0,1,99,-12,211,30
fold3_room9_mix008.csv,965,0,1,100,-12,217,5
fold3_room9_mix008.csv,1005,0,1,99,-12,213,20
fold3_room9_mix008.csv,1035,0,1,99,-12,214,10
fold3_room9_mix008.csv,1065,0,1,99,-12,208,25
fold3_room9_mix008.csv,1110,0,1,99,-12,207,20
fold3_room9_mix008.csv,1190,0,1,99,-13,205,5
fold3_room9_mix008.csv,1230,0,1,100,-13,205,5
fold3_room9_mix008.csv,1295,0,1,100,-13,206,10
fold3_room9_mix008.csv,1320,0,1,100,-13,206,25
fold3_room9_mix008.csv,1370,0,1,100,-12,209,45
fold3_room9_mix008.csv,1425,0,1,101,-13,204,40
fold3_room9_mix008.csv,1480,0,1,99,-13,205,30
fold3_room9_mix008.csv,1520,0,1,98,-12,206,10
fold3_room9_mix008.csv,1550,0,1,100,-13,205,5
fold3_room9_mix008.csv,1595,0,1,99,-13,205,15
fold3_room9_mix008.csv,1725,0,1,99,-13,207,5
fold3_room9_mix008.csv,1760,0,1,99,-12,207,50
fold3_room9_mix008.csv,1820,0,1,98,-13,204,15
fold3_room9_mix008.csv,1860,0,1,98,-13,205,20
fold3_room9_mix008.csv,1915,0,1,98,-13,206,15
fold3_room9_mix008.csv,1990,0,1,99,-13,206,20
fold3_room9_mix008.csv,2015,0,1,99,-12,208,35
fold3_room9_mix008.csv,2070,0,1,103,-12,226,5
fold3_room9_mix008.csv,2105,0,1,101,-11,230,10
